Facility Name,Type,Health Facility Code,Classification,Street Name and #,Zip Code,Region,Province,City/Municipality,Barangay Name,Landline Number
ANN FRANCIS MOTHER AND CHILD HOSPITAL,Hospital,5316,Private,606 QUIRINO HIGHWAY,,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",QUEZON CITY,BAGBAG,+63 029389424
ZANIGA HEALTH CENTER,Rural Health Unit,5317,Government,LERMA STREET CORNER J. VICENCIO STREET,,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",CITY OF MANDALUYONG,NEW ZA??IGA,
TAMBO HEALTH CENTER (ADELINA RODRIGUEZ),Rural Health Unit,5322,Government,QUIRINO AVENUE CORNER J. GABRIEL STREET,,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF PARAAQUE,TAMBO,+63 028530713
COLOONG HEALTH CENTER,Rural Health Unit,5323,Government,,,NATIONAL CAPITAL REGION (NCR),"NCR, THIRD DISTRICT (Not a Province)",CITY OF VALENZUELA,COLOONG,+63 024433914
BERNABE HEALTH CENTER,Rural Health Unit,5326,Government,BERNABE COMPOUND,,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF LAS PIAS,PULANG LUPA UNO,+63 024786318
MALANDAY HEALTH CENTER,Rural Health Unit,5330,Government,"MULTI PURPOSE BUILDING, BULELAK STREET",,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",CITY OF MARIKINA,MALANDAY,
BACOOD HEALTH CENTER,Rural Health Unit,5338,Government,DALISAY CORNER LAKAS STREET,,NATIONAL CAPITAL REGION (NCR),"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",SANTA ANA,BARANGAY 803,+63 027146869
BAGBAG HEALTH CENTER,Rural Health Unit,5339,Government,18 PAROKYA NG PAGKABUHAY ROAD,,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",QUEZON CITY,BAGBAG,
PEDRO GIL HEALTH CENTER,Rural Health Unit,5342,Government,"1423 A. FRANCISCO CORNER PERLITA STREET, SAN ANDRES, BUKID",,NATIONAL CAPITAL REGION (NCR),"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",SANTA ANA,BARANGAY 803,+63 025637866
LUPANG PANGAKO HEALTH CENTER,Rural Health Unit,5357,Government,"PHASE 1, LUPANG PANGAKO",,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",QUEZON CITY,PAYATAS,
PLEASANT HILLS HEALTH CENTER AND LYING IN CLINIC,Rural Health Unit,5367,Government,PHOENIX COMPOUND NUEVE DE PEBRERO CORNER T. EVANGELISTA STREET,,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",CITY OF MANDALUYONG,PLEASANT HILLS,
OLD BALARA HEALTH CENTER,Rural Health Unit,5406,Government,182 TANDANG SORA AVENUE,,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",QUEZON CITY,MATANDANG BALARA,+63 029310314
POBLACION HEALTH CENTER,Rural Health Unit,5407,Government,A. MABINI STREET,,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF MAKATI,POBLACION,+63 028995014
SILVERIO HEALTH CENTER,Barangay Health Station,5442,Government,"PUROK 4, SILVERIO COMPOUND",,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF PARAAQUE,SAN ISIDRO,
SAN PABLO HEALTH CENTER,Rural Health Unit,5456,Government,SAINT PETER STREET MARICABAN,1300,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",PASAY CITY,BARANGAY 179,+63 028540684
"SDS MEDICAL CENTER, INC.",Hospital,5470,Private,KATIPUNAN COR. PIO DEL PILAR,,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",CITY OF MARIKINA,CONCEPCION DOS,+63 029331405
SOCCORRO HEALTH CENTER,Rural Health Unit,5472,Government,15TH AVENUE,,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",QUEZON CITY,SOCORRO,
OUR LADY OF GRACE HOSPITAL,Hospital,5484,Private,"8TH AVENUE, CORNER F. ROXAS STREET GRACE PARK",,NATIONAL CAPITAL REGION (NCR),"NCR, THIRD DISTRICT (Not a Province)",KALOOKAN CITY,BARANGAY 61,+63 023611124
BERNARDINO GENERAL HOSPITAL CORPORATION I,Hospital,5521,Private,680 QUIRINO HIGHWAY,,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",QUEZON CITY,SAN BARTOLOME,+63 024186711
MARCELO GREEN HEALTH CENTER,Rural Health Unit,5559,Government,MARCELO GREEN AVENUE,,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF PARAAQUE,MARCELO GREEN VILLAGE,+63 028241998
SAN ISIDRO HEALTH CENTER,Rural Health Unit,5582,Government,FORD CORNER MARCONI STREET,,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF MAKATI,SAN ISIDRO,+63 028876305
BAGUMBAYAN HEALTH CENTER,Rural Health Unit,5601,Government,MANUEL L. QUEZON STREET,,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",TAGUIG,BAGUMBAYAN,
E. RODRIGUEZ HEALTH CENTER,Rural Health Unit,5625,Government,150 PAJO STREET,,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",QUEZON CITY,QUIRINO 2-B,+63 029212748
UNIVERSITY OF THE EAST RAMON MAGSAYSAY MEMORIAL MEDICAL CENTER INC.,Hospital,5683,Private,"AURORA BOULEVARD, DONA IMELDA",,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",QUEZON CITY,DO??A IMELDA,+63 027161853
SEAMEN'S HOSPITAL,Hospital,5687,Private,CABILDO STREET CORNER VICTORIA STREET,1000,NATIONAL CAPITAL REGION (NCR),"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",INTRAMUROS,BARANGAY 657,+63 025271116
MANDALUYONG CITY MEDICAL CENTER,Hospital,5688,Government,BONI AVENUE,,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",CITY OF MANDALUYONG,PLAINVIEW,
CIELITO HEALTH CENTER,Rural Health Unit,5700,Government,CIELITO HOMES SUBDIVISION,,NATIONAL CAPITAL REGION (NCR),"NCR, THIRD DISTRICT (Not a Province)",KALOOKAN CITY,BARANGAY 177,+63 029616962
LAS PIÑAS CITY MEDICAL CENTER,Hospital,5710,Private,1314 MARCOS ALVAREZ AVENUE,,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF LAS PIAS,TALON SINGKO,+63 028005695
MCU-FDT MEDICAL FOUNDATION HOSPITAL,Hospital,5738,Private,"SAMSON ROAD, EDSA",,NATIONAL CAPITAL REGION (NCR),"NCR, THIRD DISTRICT (Not a Province)",KALOOKAN CITY,BARANGAY 81,+63 023672031
BETTY GO BELMONTE SUPER HEALTH CENTER,Rural Health Unit,5754,Government,ARTILLERY ROAD,,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",QUEZON CITY,HOLY SPIRIT,
OSPITAL NG MAKATI,Hospital,5830,Government,SAMPAGUITA STREET CORNER GUMAMELA STREET,,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF MAKATI,PEMBO,+63 028826316
PALOMAR HEALTH CENTER,Rural Health Unit,5831,Government,1103 CLARO M. RECTO CORNER JOSE ABAD SANTOS STREET,,NATIONAL CAPITAL REGION (NCR),"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",TONDO I / II,BARANGAY 259,+63 022549148
SAN VICENTE HEALTH CENTER,Rural Health Unit,5884,Government,26 MAAYUSIN EXTENSION,,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",QUEZON CITY,SAN VICENTE,
MAUWAY HEALTH CENTER AND LYING IN CLINIC,Rural Health Unit,5915,Government,BARANGKA DRIVE CORNER 9 DE PEBRERO,,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",CITY OF MANDALUYONG,MAUWAY,
"FATIMA UNIVERSITY MEDICAL CENTER, CORP.",Hospital,6013,Private,120 MC ARTHUR HIGHWAY,,NATIONAL CAPITAL REGION (NCR),"NCR, THIRD DISTRICT (Not a Province)",CITY OF VALENZUELA,HEN. T. DE LEON,
LUNG CENTER OF THE PHILIPPINES,Hospital,6028,Government,QUEZON AVENUE EXTENSION,,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",QUEZON CITY,CENTRAL,+63 029275643
MARIA LOURDES MATERNITY HOSPITAL,Hospital,6030,Private,1076 CHINO ROCES AVENUE CORNER SOLCHUAGA,,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF MAKATI,,+63 028953846
"MANILA ADVENTIST MEDICAL CENTER AND COLLEGES, INC.",Hospital,6034,Private,1975 DONADA STREET,1300,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",PASAY CITY,BARANGAY 35,+63 025259191
MARY JOHNSTON HOSPITAL,Hospital,6037,Private,1221 JUAN NOLASCO STREET,1012,NATIONAL CAPITAL REGION (NCR),"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",TONDO I / II,,+63 022455001
NATIONAL CHILDRENS HOSPITAL,Hospital,6046,Government,264 E. RODRIGUEZ SR. BOULEVARD,,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",QUEZON CITY,DAMAYANG LAGI,+63 027240656
SANTISSIMO ROSARIO GENERAL HOSPITAL,Hospital,6070,Private,2 ESPIRITU STREET,,NATIONAL CAPITAL REGION (NCR),"NCR, THIRD DISTRICT (Not a Province)",CITY OF VALENZUELA,MARULAS,+63 022916985
,,,,,,,,,,
