FacilityName,Type,HealthFacilityCode,Classification,StreetNameAndNo,ZipCode,BarangayName,LandlineNumber,lon,lat,level,PRCP,BedSpace,OpRoom,RecRoom,MatWard,IsoRoom,dental,blood,pathology,radiology,pharmacy,CMDCDH_2,Spec1,ICU,NICU,HRPU,RTS,TerClin,MobX,Teach_3,PRU,ASC,Dialysis,BBank,Hispa,radiology3,HIVTreat,HIVTest,City
Tatalon Health Center,Rural Health Unit,5247,Government,33 Victory Avenue,0,Tatalon,+63 027326283,121.0142954,14.6211207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Quezon
Masambong Health Center,Rural Health Unit,5248,Government,8 Malac Street,0,Masambong,0,121.011584,14.640704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Quezon
Talipapa Health Center,Rural Health Unit,5258,Government,"Bayabas Street, Road 8, Gsis Talipapa",0,Barangay 164,0,121.0177415,14.6893997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kalookan
Valenzuela Health Center,Rural Health Unit,5290,Government,1695 Baler Street Corner Pililia Street,0,Valenzuela,+63 028995631,121.0241925,14.571361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Makati
Kapasigan Health Center,Rural Health Unit,5301,Government,1 Dr. Pilapil Street,0,Kapasigan,+63 025656642,121.0762296,14.564493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pasig
Manila Naval Hospital,Hospital,5304,Government,0,0,Fort Bonifacio,0,121.0503183,14.5408671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Taguig
Zaniga Health Center,Rural Health Unit,5317,Government,Lerma Street Corner J. Vicencio Street,0,New Za??Iga,0,121.0359174,14.5794443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mandaluyong
Coloong Health Center,Rural Health Unit,5323,Government,0,0,Coloong,+63 024433914,120.9452758,14.7256728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Valenzuela
Bacood Health Center,Rural Health Unit,5338,Government,Dalisay Corner Lakas Street,0,Barangay 803,+63 027146869,121.0008955,14.572508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manila
Bagbag Health Center,Rural Health Unit,5339,Government,18 Parokya Ng Pagkabuhay Road,0,Bagbag,0,121.0310552,14.6965445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Quezon
Pedro Gil Health Center,Rural Health Unit,5342,Government,"1423 A. Francisco Corner Perlita Street, San Andres, Bukid",0,Barangay 803,+63 025637866,121.0008955,14.572508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manila
Lupang Pangako Health Center,Rural Health Unit,5357,Government,"Phase 1, Lupang Pangako",0,Payatas,0,121.09935,14.7091169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Quezon
Pleasant Hills Health Center And Lying In Clinic,Rural Health Unit,5367,Government,Phoenix Compound Nueve De Pebrero Corner T. Evangelista Street,0,Pleasant Hills,0,121.0413936,14.5882374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mandaluyong
Old Balara Health Center,Rural Health Unit,5406,Government,182 Tandang Sora Avenue,0,Matandang Balara,+63 029310314,121.0627109,14.6662724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Quezon
Soccorro Health Center,Rural Health Unit,5472,Government,15Th Avenue,0,Socorro,0,121.0601726,14.6188239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Quezon
Bernardino General Hospital Corporation I,Hospital,5521,Private,680 Quirino Highway,0,San Bartolome,+63 024186711,121.0317562,14.6953309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Quezon
Bagumbayan Health Center,Rural Health Unit,5601,Government,Manuel L. Quezon Street,0,Bagumbayan,0,121.0550093,14.4770279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Taguig
Cielito Health Center,Rural Health Unit,5700,Government,Cielito Homes Subdivision,0,Barangay 177,+63 029616962,121.0496742,14.7496082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kalookan
Betty Go Belmonte Super Health Center,Rural Health Unit,5754,Government,Artillery Road,0,Holy Spirit,0,121.0719152,14.679756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Quezon
Ospital Ng Makati,Hospital,5830,Government,Sampaguita Street Corner Gumamela Street,0,Pembo,+63 028826316,121.0614602,14.5461644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Makati
San Vicente Health Center,Rural Health Unit,5884,Government,26 Maayusin Extension,0,San Vicente,0,121.0557259,14.6533887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Quezon
Mauway Health Center And Lying In Clinic,Rural Health Unit,5915,Government,Barangka Drive Corner 9 De Pebrero,0,Mauway,0,121.0442497,14.57895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mandaluyong
Lung Center Of The Philippines,Hospital,6028,Government,Quezon Avenue Extension,0,Central,+63 029275643,121.0437003,14.6760413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Quezon
Maria Lourdes Maternity Hospital,Hospital,6030,Private,1076 Chino Roces Avenue Corner Solchuaga,0,0,+63 028953846,121.0244452,14.554729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Makati
National Childrens Hospital,Hospital,6046,Government,264 E. Rodriguez Sr. Boulevard,0,Damayang Lagi,+63 027240656,121.0224899,14.6211893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Quezon
Babaran-Echavez Medical & Psychiatric Clinic,Hospital,394,Private,1125 Amparo Street,0,Poblacion,+63 028613066,121.0499441,14.389283,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Muntinlupa
Baesa Advent Polyclinic & General Hospital,Hospital,416,Private,"238 Retiro Street, Baesa Road 1400",0,Barangay 158,0,121.0058057,14.6713258,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kalookan
Bermudez Polymedic Hospital,Hospital,429,Private,"391 Malaria Road, Zone 6 District 1 Tala",0,Barangay 185,+63 029613229,121.0757883,14.7694849,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kalookan
Cruz-Dalida Maternity Hospital,Hospital,462,Private,"1025 F. Salvador, Jordan Plains",0,Santa Monica,+63 024174080,121.0475412,14.7149229,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Quezon
Dr. Montano G. Ramos Hospital,Hospital,508,Private,46 Bukidnon Street,0,Ramon Magsaysay,+63 029276628,120.9992887,14.6670574,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Quezon
Kc Calderon Hospital,Hospital,600,Private,0,0,Hen. T. De Leon,+63 022913721,120.9923524,14.6862878,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Valenzuela
Taguig Doctors Hospital,Hospital,6084,Private,184 M.L. Quezon Street,0,Bagumbayan,+63 028370178,121.0632537,14.4989545,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Taguig
Markvim Hospital,Hospital,6580,Private,Dahlia Street Alar Subd.,0,Barangay 177,+63 029615302,121.0496742,14.7496082,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kalookan
Nodado General Hospital,Hospital,7981,Private,23 Zabarte Subdivision,0,Kaligayahan,+63 024171376,121.0485482,14.7375265,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kalookan
Nodado General Hospital,Hospital,7981,Private,23 Zabarte Subdivision,0,Kaligayahan,+63 024171376,121.0485482,14.7375265,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Quezon
Nodado General Hospital,Hospital,7981,Private,23 Zabarte Subdivision,0,Kaligayahan,+63 024171376,121.0485482,14.7375265,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,Kalookan
Nodado General Hospital,Hospital,7981,Private,23 Zabarte Subdivision,0,Kaligayahan,+63 024171376,121.0485482,14.7375265,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,Quezon
Vian Family Hospital Ii,Hospital,23751,Private,"Quirino Highway, Novaliches",0,Novaliches Proper,+63 024543433,121.0397282,14.7204007,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Quezon
Vian Family Hospital,Hospital,25836,Private,"Quirino Highway, Talipapa",0,Talipapa,0,121.026035,14.6856884,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Quezon
Vian Family Hospital,Hospital,25836,Private,"Quirino Highway, Talipapa",0,Talipapa,0,121.026035,14.6856884,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Valenzuela
Vian Family Hospital,Hospital,4135,Private,4041 Que Grande Street,0,Ugong,+63 024543433,121.0144633,14.6965791,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Quezon
Vian Family Hospital,Hospital,4135,Private,4041 Que Grande Street,0,Ugong,+63 024543433,121.0144633,14.6965791,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Valenzuela
"Pasolo Maternity And Medical Clinic, Inc.",Hospital,702,Private,152 Pasolo Road,0,Pasolo,+63 022922753,120.9578278,14.6991952,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Valenzuela
San Roque Medical Clinic,Hospital,740,Private,249 T. Montillano Street,0,Alabang,+63 028422950,121.049572,14.41894,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Muntinlupa
San Ramon Hospital,Hospital,1794,Private,"38 Gen. Ordoñez Street, Rancho Estate Iv",0,Concepcion Dos,+63 029418040,121.119734,14.6403897,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Marikina
Valdez Padron Hospital,Hospital,3140,Private,"12 Mariano Street, Gulod",0,Gulod,+63 024199339,121.0397428,14.7118372,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Quezon
Divine Heart Medical Service And Development Cooperative (Dihmesco Hospital),Hospital,4355,Private,215 Gen. Luis Street,0,Nagkaisang Nayon,+63 029374552,121.0234757,14.719623,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Quezon
"San Lorenzo Hospital Health Management Co., Inc.",Hospital,4475,Private,Quirino Highway,0,Pasong Putik Proper (Pasong Putik),+63 029396042,121.0496349,14.7212565,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Quezon
Ann Francis Mother And Child Hospital,Hospital,5316,Private,606 Quirino Highway,0,Bagbag,+63 029389424,121.0178834,14.6788782,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Quezon
Alabang Medical Center,Hospital,403,Private,Alabang-Zapote Road,0,Alabang,+63 028508719,121.0394037,14.4214679,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,Muntinlupa
Asian Hospital And Medical Center,Hospital,410,Private,"2205 Civic Drive, Filinvest Corporate ",0,Alabang,+63 027719000,121.0476194,14.4170343,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,Muntinlupa
Casaul General Hospital Inc.,Hospital,443,Private,16 Tandang Sora Avenue,0,Sangandaan,+63 029301190,121.021289,14.679801,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,Quezon
Marikina Valley Medical Center,Hospital,648,Private,"Sumulong Highway, Cor. Aguinaldo Street",0,Santo Ni??O,+63 026822222,121.1035817,14.63457,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,Marikina
"St. Anthony Medical Center Of Marikina, Inc.",Hospital,13518,Private,32 Manila Extension Cor. Betelnut Street,0,San Roque,0,121.1152301,14.649351,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,Marikina
Commonwealth Hospital And Medical Center,Hospital,23752,Private,"Lot 3 And 4, Blk. 3 Neopolitan Business Park, Regalado Highway",0,Greater Lagro,+63 029300000,121.0612124,14.7291876,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,Quezon
St. Camillus Medical Center,Hospital,24433,Private,116 E. Amang Rodriguez Avenue,1600,Santolan,+63 026453741,121.0922974,14.6022345,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,Pasig
Perpetual Help Hospital,Hospital,710,Private,1504 Laon-Laan Street,1008,Barangay 470,+63 027318177,120.9731279,14.6406745,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,Manila
St. Clare'S Medical Center,Hospital,758,Private,1838 Dian Street,0,Palanan,+63 028316511,121.0028217,14.5605587,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,Makati
"Q.C. St. Agnes General Hospital, Inc.",Hospital,3416,Private,241 Roosevelt Avenue San Francisco Del Monte,0,San Antonio,+63 023742769,121.0173875,14.6460813,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,Quezon
Sta. Teresita General Hospital,Hospital,5126,Private,100 D. Tuazon Street,0,Santa Teresita,+63 027319803,120.9655157,14.6085994,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,Quezon
Chinese General Hospital And Medical Center,Hospital,446,Private,286 Blumentrit Street,1003,Barangay 372,+63 027114141,120.9855947,14.6240548,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,Manila
Dr. Jesus C. Delgado Memorial Hospital,Hospital,496,Private,7 Kamuning Road,0,Kamuning,+63 029244051,121.0346058,14.6275302,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,Quezon
Makati Medical Center,Hospital,637,Private,"2 Amorsolo, Legaspi Village",0,San Lorenzo,+63 028888999,121.0220487,14.5374923,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,Makati
"Mary Chiles General Hospital, Inc.",Hospital,650,Private,667 Gastambide Street,1008,Barangay 404,+63 027413941,120.990007,14.6039835,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,Manila
Novaliches General Hospital,Hospital,7516,Private,793 Quirino Highway,0,Gulod,+63 024185900,121.0389009,14.7094666,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,Quezon
St. Martin De Porres Charity Hospital,Hospital,778,Private,70 A. Bonifacio Street,1500,Kabayanan,+63 027230741,121.031444,14.598988,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,San Juan
United Doctors Medical Center,Hospital,797,Private,290 Espana Corner 6Th N. Ramirez Street,0,Don Manuel,+63 027123640,121.0041596,14.6152463,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,Quezon
Metropolitan Medical Center,Hospital,3281,Private,1357 G. Masangkay Street,1012,0,+63 022550401,120.979214,14.609235,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,Manila
St. Lukes Medical Center,Hospital,3522,Private,279 E. Rodriguez Sr. Boulevard,0,Kalusugan,+63 027230101,121.023238,14.622527,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,Quezon
Manila Doctors Hospital,Hospital,3999,Private,667 United Nations Avenue,1000,Barangay 667,+63 025243011,120.982415,14.581165,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,Manila
"Capitol Medical Center, Inc.",Hospital,4515,Private,Scout Magbanua Corner Panay Avenue,0,Paligsahan,+63 023723825,121.0232748,14.6339149,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,Quezon
San Juan De Dios Educational Foundation Inc.,Hospital,5084,Private,2772 Roxas Boulevard,1300,Barangay 76,+63 028319731,120.9939055,14.5439451,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,Pasay
World Citi Medical Center,Hospital,5107,Private,960 Aurora Boulevard,0,Bagumbuhay,+63 029909262,121.063374,14.627197,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,Quezon
"The Family Clinic, Inc.",Hospital,5281,Private,1474 Maria Clara Street,0,0,+63 027312901,120.9930266,14.619871,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,Manila
University Of The East Ramon Magsaysay Memorial Medical Center Inc.,Hospital,5683,Private,"Aurora Boulevard, Dona Imelda",0,Do??A Imelda,+63 027161853,121.0437003,14.6760413,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,Quezon
Seamen'S Hospital,Hospital,5687,Private,Cabildo Street Corner Victoria Street,1000,Barangay 657,+63 025271116,120.9771906,14.5883885,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,Manila
Mcu-Fdt Medical Foundation Hospital,Hospital,5738,Private,"Samson Road, Edsa",0,Barangay 81,+63 023672031,120.984929,14.6572673,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,Kalookan
"Fatima University Medical Center, Corp.",Hospital,6013,Private,120 Mc Arthur Highway,0,Hen. T. De Leon,0,120.9840838,14.6655606,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,Valenzuela
"Manila Adventist Medical Center And Colleges, Inc.",Hospital,6034,Private,1975 Donada Street,1300,Barangay 35,+63 025259191,120.9957,14.555854,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,Pasay
De Ocampo Memorial Medical Center,Hospital,469,Private,2921 Nagtahan Street Santa Mesa,0,0,+63 027151891,120.9842195,14.5995124,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,Manila
Dr. Mirando C. Unciano Sr. Medical Center,Hospital,507,Private,V. Mapa Street Santa Mesa,0,0,+63 027167291,120.9842195,14.5995124,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,Manila
Fairview General Hospital,Hospital,546,Private,"Lot 20 Fairview Avenue, Corner Mercury Street",0,Fairview,+63 029399689,121.0351681,14.6729695,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,Quezon
Javillonar Clinic & Hospital,Hospital,581,Private,#73 Dr. Pilapil Street,0,Sagad,+63 026412303,121.078279,14.565285,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,Pasig
John Paul Hospital,Hospital,585,Private,Mariano Ponce Cor. Tirad Pass Street,0,Barangay 135,+63 023618959,120.9922924,14.6591688,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,Kalookan
"Lady Of Lourdes Hospital Of Caybiga, Inc.",Hospital,608,Private,Gen. Luis Street Caybiga,0,Barangay 166,+63 029835582,121.0128161,14.7194904,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,Kalookan
"Jp Sioson General Hospital And Colleges, Inc",Hospital,7081,Private,"75 Bukidnon Street, Bago Bantay",0,Ramon Magsaysay,+63 029275643,120.9992887,14.6670574,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,Quezon
Alabang Medical Clinic - Muntinlupa Branch,Hospital,7497,Private,Number 1 National Road,0,Putatan,+63 028611135,121.0457638,14.4136849,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,Muntinlupa
Garcia General Hospital,Hospital,7507,Private,"49 Bayan-Bayanan Avenue, Marikina Heights",0,Marikina Heights (Concepcion),+63 029415511,121.1140247,14.6687369,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,Marikina
Sta. Monica General Hospital,Hospital,7524,Private,138 A. Bonifacio Avenue,0,Tañong,+63 029978819,121.080871,14.6323924,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,Marikina
Dr. Montano G. Ramos General Hospital,Hospital,7993,Private,141 Mindanao Ave.,0,Bahay Toro,+63 024533952,121.0322577,14.6773099,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,Quezon
St. Christiana Maternity Hospital,Hospital,23753,Private,"3338 Magsaysay Ave., Karangalan Village",1611,Manggahan,+63 026828751,121.0936983,14.6018872,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,Pasig
Mary Immaculate Hospital,Hospital,651,Private,E. Rodriguez Avenue,0,Bagong Ilog,+63 026713928,121.0871138,14.592746,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,Pasig
Mcpc St Therese Of Lisieux Doctors Hospital,Hospital,654,Private,Armal Bldg. C. Raymundo Avenue,0,Maybunga,+63 023851579,121.0861566,14.5783479,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,Pasig
Perpetual Succor Hospital And Maternity Inc.,Hospital,711,Private,836 Florentino Cayco Street,1008,Barangay 457,+63 027311631,120.9928039,14.6075389,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,Manila
St. Victoria Hospital,Hospital,774,Private,444 J.P. Rizal Street Lamuan,0,Malanday,+63 029422022,121.0943958,14.647586,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,Marikina
Unciano General Hospital,Hospital,795,Private,393 Boni Avenue,0,Malamig,+63 025336565,121.040997,14.5759382,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,Mandaluyong
"Word Of Hope General Hospital Foundation, Inc.",Hospital,806,Private,"23 Buenamar Street, Buenamar Subdivision",0,Novaliches Proper,+63 029301622,121.0378102,14.720093,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,Quezon
Salve Regina General Hospital Inc.,Hospital,2550,Private,Lot A 2A Marcos H-Way,0,Dela Paz,+63 029337133,121.0881879,14.6221665,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,Pasig
Mother Regina Hospital,Hospital,2561,Private,"2 Ruby Street, Doña Juana Subdivision.",0,Rosario,+63 026412922,121.0890977,14.5884642,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,Pasig
"Trinity Woman Child Center ""The Birthplace""",Hospital,2852,Private,2732 New Panaderos Street,0,Barangay 888,+63 025641510,121.017489,14.58429,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,Manila
Villarosa Hospital,Hospital,2872,Private,11 Salalilla Street Proj 4,0,Milagrosa,+63 029139705,121.0665156,14.6219487,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,Quezon
Alfonso Specialists Hospital,Hospital,3039,Private,185 Dr. Sixto Antonio Avenue,0,Rosario,+63 025711285,121.0805759,14.5766637,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,Pasig
Cruz-Rabe Maternity And General Hospital,Hospital,3264,Private,37 General Luna Street,0,Tuktukan,+63 026423433,121.0714895,14.5308261,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,Taguig
Pascual General Hospital,Hospital,3302,Private,130 Quirino Highway,0,Baesa,+63 023625862,121.006702,14.665979,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,Quezon
Mission Hospital,Hospital,3626,Private,Km. 17 Ortigas Avenue Extension,0,Rosario,+63 026562816,121.109124,14.58749,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,Pasig
